updated_at,processed,selected_total,answered,abstained,coverage,selective_accuracy,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-11T23:01:55+08:00,1,390,0,1,0.0,,0,0,0.0,,,,0,0,0,0,TCGA-LD-A74U,unrouted,none,False,
2026-08-11T23:02:36+08:00,2,390,1,1,0.5,0.0,0,0,0.0,0.0,0.0,,0,0,0,1,TCGA-LD-A74U,histological_type_label,direct,False,
2026-08-11T23:02:54+08:00,3,390,2,1,0.6666666666666666,0.0,0,0,0.0,0.0,0.0,,0,0,0,1,TCGA-LD-A74U,histologic_grade_label,direct,False,
2026-08-11T23:03:09+08:00,4,390,3,1,0.75,0.3333333333333333,1,0,0.25,0.3333333333333333,0.3333333333333333,,0,0,0,1,TCGA-LD-A74U,histological_type_label+dcis_binary+lcis_binary,direct,True,
2026-08-11T23:03:18+08:00,5,390,3,2,0.6,0.3333333333333333,1,0,0.2,0.3333333333333333,0.3333333333333333,,0,0,0,1,TCGA-AR-A1AI,unrouted,none,False,
2026-08-11T23:03:21+08:00,6,390,3,3,0.5,0.3333333333333333,1,0,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0,0,0,1,TCGA-AR-A1AI,unrouted,none,False,
2026-08-11T23:03:43+08:00,7,390,4,3,0.5714285714285714,0.25,1,0,0.14285714285714285,0.25,0.25,,0,0,0,1,TCGA-AR-A1AI,histological_type_label,direct,False,
2026-08-11T23:03:45+08:00,8,390,4,4,0.5,0.25,1,0,0.125,0.25,0.25,,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-11T23:04:04+08:00,9,390,4,5,0.4444444444444444,0.25,1,0,0.1111111111111111,0.25,0.25,,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-11T23:04:30+08:00,10,390,5,5,0.5,0.2,1,0,0.1,0.2,0.2,,0,0,0,1,TCGA-B6-A0WZ,histological_type_label,direct,False,
2026-08-11T23:04:48+08:00,11,390,6,5,0.5454545454545454,0.16666666666666666,1,0,0.09090909090909091,0.16666666666666666,0.2,0.0,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-11T23:04:51+08:00,12,390,6,6,0.5,0.16666666666666666,1,0,0.08333333333333333,0.16666666666666666,0.2,0.0,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-11T23:04:53+08:00,13,390,6,7,0.46153846153846156,0.16666666666666666,1,0,0.07692307692307693,0.16666666666666666,0.2,0.0,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-11T23:04:56+08:00,14,390,6,8,0.42857142857142855,0.16666666666666666,1,0,0.07142857142857142,0.16666666666666666,0.2,0.0,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,False,
