updated_at,processed,selected_total,answered,abstained,coverage,selective_accuracy,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-14T10:55:25+08:00,1,390,0,1,0.0,,0,0,0.0,,,,0,0,0,0,TCGA-LD-A74U,unrouted,none,False,
2026-08-14T10:57:33+08:00,2,390,1,1,0.5,1.0,1,0,0.5,1.0,1.0,,0,0,0,0,TCGA-LD-A74U,histological_type_label,direct,True,
2026-08-14T11:00:35+08:00,3,390,2,1,0.6666666666666666,0.5,1,0,0.3333333333333333,0.5,0.5,,0,0,0,0,TCGA-LD-A74U,histologic_grade_label,direct,False,
2026-08-14T11:03:38+08:00,4,390,3,1,0.75,0.6666666666666666,2,0,0.5,0.6666666666666666,0.6666666666666666,,0,0,0,0,TCGA-LD-A74U,histological_type_label+dcis_binary+lcis_binary,direct,True,
2026-08-14T11:03:38+08:00,5,390,3,2,0.6,0.6666666666666666,2,0,0.4,0.6666666666666666,0.6666666666666666,,0,0,0,0,TCGA-AR-A1AI,unrouted,none,False,
2026-08-14T11:03:38+08:00,6,390,3,3,0.5,0.6666666666666666,2,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0,0,0,0,TCGA-AR-A1AI,unrouted,none,False,
2026-08-14T11:04:20+08:00,7,390,4,3,0.5714285714285714,0.5,2,0,0.2857142857142857,0.5,0.5,,0,0,0,0,TCGA-AR-A1AI,histological_type_label,direct,False,
2026-08-14T11:04:20+08:00,8,390,4,4,0.5,0.5,2,0,0.25,0.5,0.5,,0,0,0,0,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-14T11:04:20+08:00,9,390,4,5,0.4444444444444444,0.5,2,0,0.2222222222222222,0.5,0.5,,0,0,0,0,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-14T11:05:31+08:00,10,390,5,5,0.5,0.6,3,0,0.3,0.6,0.6,,0,0,0,0,TCGA-B6-A0WZ,histological_type_label,direct,True,
2026-08-14T11:07:02+08:00,11,390,6,5,0.5454545454545454,0.5,3,0,0.2727272727272727,0.5,0.6,0.0,0,0,0,0,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-14T11:07:02+08:00,12,390,6,6,0.5,0.5,3,0,0.25,0.5,0.6,0.0,0,0,0,0,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-14T11:07:02+08:00,13,390,6,7,0.46153846153846156,0.5,3,0,0.23076923076923078,0.5,0.6,0.0,0,0,0,0,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-14T11:07:02+08:00,14,390,6,8,0.42857142857142855,0.5,3,0,0.21428571428571427,0.5,0.6,0.0,0,0,0,0,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-14T11:07:42+08:00,15,390,7,8,0.4666666666666667,0.42857142857142855,3,0,0.2,0.42857142857142855,0.5,0.0,0,0,0,0,TCGA-BH-A5IZ,ER_status_label+PR_status_label+HER2_status_label,direct,False,
2026-08-14T11:10:44+08:00,16,390,8,8,0.5,0.375,3,0,0.1875,0.375,0.5,0.0,0,0,0,0,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-14T11:10:44+08:00,17,390,8,9,0.47058823529411764,0.375,3,0,0.17647058823529413,0.375,0.5,0.0,0,0,0,0,TCGA-BH-A0AZ,unrouted,none,False,
2026-08-14T11:10:44+08:00,18,390,8,10,0.4444444444444444,0.375,3,0,0.16666666666666666,0.375,0.5,0.0,0,0,0,0,TCGA-BH-A0AZ,unrouted,none,False,
2026-08-14T11:10:44+08:00,19,390,8,11,0.42105263157894735,0.375,3,0,0.15789473684210525,0.375,0.5,0.0,0,0,0,0,TCGA-BH-A0AZ,unrouted,none,False,
2026-08-14T11:10:44+08:00,20,390,8,12,0.4,0.375,3,0,0.15,0.375,0.5,0.0,0,0,0,0,TCGA-BH-A0AZ,unrouted,none,False,
2026-08-14T11:10:44+08:00,21,390,8,13,0.38095238095238093,0.375,3,0,0.14285714285714285,0.375,0.5,0.0,0,0,0,0,TCGA-EW-A1PF,unrouted,none,False,
2026-08-14T11:10:44+08:00,22,390,8,14,0.36363636363636365,0.375,3,0,0.13636363636363635,0.375,0.5,0.0,0,0,0,0,TCGA-EW-A1PF,unrouted,none,False,
2026-08-14T11:10:44+08:00,23,390,8,15,0.34782608695652173,0.375,3,0,0.13043478260869565,0.375,0.5,0.0,0,0,0,0,TCGA-EW-A1PF,unrouted,none,False,
2026-08-14T11:13:46+08:00,24,390,9,15,0.375,0.4444444444444444,4,0,0.16666666666666666,0.4444444444444444,0.5714285714285714,0.0,0,0,0,0,TCGA-EW-A1PF,histologic_grade_label,direct,True,
2026-08-14T11:13:46+08:00,25,390,9,16,0.36,0.4444444444444444,4,0,0.16,0.4444444444444444,0.5714285714285714,0.0,0,0,0,0,TCGA-BH-A0BV,unrouted,none,False,
2026-08-14T11:13:46+08:00,26,390,9,17,0.34615384615384615,0.4444444444444444,4,0,0.15384615384615385,0.4444444444444444,0.5714285714285714,0.0,0,0,0,0,TCGA-BH-A0BV,unrouted,none,False,
2026-08-14T11:13:46+08:00,27,390,9,18,0.3333333333333333,0.4444444444444444,4,0,0.14814814814814814,0.4444444444444444,0.5714285714285714,0.0,0,0,0,0,TCGA-BH-A0BV,unrouted,none,False,
