updated_at,processed,selected_total,answered,abstained,coverage,selective_accuracy,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-17T10:04:17+08:00,1,390,1,0,1.0,0.0,0,0,0.0,0.0,0.0,,0,0,0,1,TCGA-LD-A74U,histological_type_label,direct,False,
2026-08-17T10:04:40+08:00,2,390,2,0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,TCGA-LD-A74U,unrouted,none,False,
2026-08-17T10:05:19+08:00,3,390,3,0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,TCGA-LD-A74U,histologic_grade_label,direct,False,
2026-08-17T10:05:56+08:00,4,390,4,0,1.0,0.25,1,0,0.25,0.25,0.3333333333333333,0.0,0,0,0,1,TCGA-LD-A74U,histological_type_label+dcis_binary+lcis_binary,direct,True,
2026-08-17T10:07:04+08:00,5,390,5,0,1.0,0.2,1,0,0.2,0.2,0.25,0.0,0,0,0,1,TCGA-AR-A1AI,histological_type_label,direct,False,
2026-08-17T10:07:29+08:00,6,390,6,0,1.0,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.25,0.0,0,0,0,1,TCGA-AR-A1AI,unrouted,none,False,
2026-08-17T10:07:57+08:00,7,390,7,0,1.0,0.2857142857142857,2,0,0.2857142857142857,0.2857142857142857,0.25,0.3333333333333333,0,0,0,1,TCGA-AR-A1AI,unrouted,none,True,
2026-08-17T10:08:35+08:00,8,390,8,0,1.0,0.375,3,0,0.375,0.375,0.25,0.5,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,True,
2026-08-17T10:09:13+08:00,9,390,9,0,1.0,0.3333333333333333,3,0,0.3333333333333333,0.3333333333333333,0.2,0.5,0,0,0,1,TCGA-B6-A0WZ,histological_type_label,direct,False,
2026-08-17T10:09:34+08:00,10,390,10,0,1.0,0.3,3,0,0.3,0.3,0.2,0.4,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-17T10:10:12+08:00,11,390,11,0,1.0,0.36363636363636365,4,0,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.4,0,0,0,1,TCGA-B6-A0WZ,ER_status_label+PR_status_label,direct,True,
2026-08-17T10:10:51+08:00,12,390,12,0,1.0,0.4166666666666667,5,0,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.5,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,True,
2026-08-17T10:11:14+08:00,13,390,13,0,1.0,0.38461538461538464,5,0,0.38461538461538464,0.38461538461538464,0.3333333333333333,0.42857142857142855,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-17T10:12:08+08:00,14,390,14,0,1.0,0.35714285714285715,5,0,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.42857142857142855,0,0,0,1,TCGA-BH-A5IZ,nottingham_total_score,direct,False,
