epoch,stage,relation_round,relation_scale,relation_active_edges,relation_selected_prior_edges,relation_selected_new_edges,relation_eligible_new_edges,relation_attenuated_prior_edges,relation_mean_abs_change,train_loss,val_loss,lambda_gene,lambda_program,lambda_phenotype,molecular_weight,morphology_weight,clinical_weight,val_binary_auc,val_multiclass_acc,val_os_mean_auc,val_c_index,val_gene_pearson,val_program_mae,val_phenotype_score,gene_retention_floor,gene_protected
1,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.41607463359832764,1.395652547000367,1.0,0.0,0.0,0.0,0.0,0.0,0.49924811432736355,0.40173193910221067,0.5399385011441646,0.543042071197411,0.23338380695519997,0.788907731778245,0.4500154560797414,,1
2,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.38831621408462524,1.4024115379945732,1.0,0.0,0.0,0.0,0.0,0.0,0.49606187674598334,0.4187606834168459,0.5448781291172596,0.56957928802589,0.2776918850648054,0.7867545650204342,0.458009259828868,,1
3,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3801414668560028,1.4161334962020686,1.0,0.0,0.0,0.0,0.0,0.0,0.48668024056796433,0.39810581129068134,0.5759377961537572,0.537864077669903,0.2975921839548277,0.7861712188166347,0.4450383401026846,,1
4,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.37551140785217285,1.418389105208126,1.0,0.0,0.0,0.0,0.0,0.0,0.4911578158657327,0.3753475262308984,0.5126443207821926,0.5501618122977346,0.3051746397090534,0.7871588220772925,0.4311103981129651,,1
5,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3703744411468506,1.4213451706332925,1.0,0.0,0.0,0.0,0.0,0.0,0.49816366016562286,0.352291602935198,0.5251004755795946,0.5702265372168285,0.31642257577666905,0.786610431258405,0.42252179547974916,,1
6,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.36701497435569763,1.4332784699804988,1.0,0.0,0.0,0.0,0.0,0.0,0.5025407136045141,0.35823469480967657,0.5571869293622727,0.601294498381877,0.3197048705761532,0.7853570024493489,0.4293578928165271,,1
7,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.36322247982025146,1.4275369070194386,1.0,0.0,0.0,0.0,0.0,0.0,0.5047999791151577,0.3512132661283635,0.603758913505767,0.6634304207119741,0.32771323624075227,0.7838841689276137,0.429310480145126,,1
8,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3599855899810791,1.44078857810409,1.0,0.0,0.0,0.0,0.0,0.0,0.5005829564521059,0.3438552467852275,0.6019057855442296,0.5928802588996763,0.34442285415412394,0.7837858235546207,0.4235696295162365,,1
9,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3578013479709625,1.437174195419123,1.0,0.0,0.0,0.0,0.0,0.0,0.5061070231161938,0.3463049753037902,0.6102110926195594,0.6446601941747573,0.342758590708982,0.7853767349951384,0.4276297077745311,,1
10,gene_pretrain,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3558499217033386,1.4373780565497316,1.0,0.0,0.0,0.0,0.0,0.0,0.490920186954349,0.3458629017200312,0.6006012643598456,0.6783171521035599,0.3386706435925048,0.785785270864826,0.42057698167768054,,1
11,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3426828682422638,1.4136483951851173,0.5,0.4,0.0,0.0,0.0,0.0,0.5095421109318905,0.35434505961719576,0.5865657432448051,0.6472491909385113,0.33296261763484875,0.7271174060555899,0.43190976801898834,0.32630336528215176,1
12,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3316434621810913,1.4149678845464448,0.5,0.4,0.0,0.0,0.0,0.0,0.5147146205768617,0.34491158700502467,0.6065156715900424,0.6614886731391586,0.3425140277726177,0.7156809682371047,0.43021895874548793,0.33566374721716535,1
13,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.32677894830703735,1.4130441674479732,0.5,0.4,0.0,0.0,0.0,0.0,0.5133513653546062,0.3420896511507414,0.5831216917458336,0.6977346278317152,0.34654074666000934,0.7133505976215496,0.42678753585792645,0.33960993172680914,1
14,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.32361048460006714,1.4076859474182128,0.5,0.4,0.0,0.0,0.0,0.0,0.512656359785676,0.3741154314521992,0.5440629839585789,0.629126213592233,0.34282891536294535,0.7047737881100808,0.44115861091341785,0.33960993172680914,1
15,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.32164424657821655,1.4079272552772804,0.5,0.4,0.0,0.0,0.0,0.0,0.5226162869791376,0.3596763433074891,0.5472473591752768,0.545631067961165,0.34922604328524115,0.7053063595892604,0.437802850458626,0.3422415224195363,1
16,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.31890279054641724,1.4086783765274802,0.5,0.4,0.0,0.0,0.0,0.0,0.516784540855807,0.3449117376598479,0.5566455458474909,0.6472491909385113,0.3445160783219537,0.7158632280035744,0.42813782181039833,0.3422415224195363,1
17,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3177299201488495,1.4022933391877164,0.5,0.4,0.0,0.0,0.0,0.0,0.5173657820555715,0.3807610275907893,0.5516365745556249,0.6161812297734628,0.34071551797131594,0.7018823102293102,0.44706154689774874,0.3422415224195363,0
