updated_at,processed,selected_total,answered,abstained,coverage,selective_accuracy,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-23T12:54:17+08:00,1,390,1,0,1.0,1.0,1,0,1.0,1.0,1.0,,0,0,0,0,TCGA-LD-A74U,histological_type_label,partial,True,
2026-08-23T12:55:14+08:00,2,390,2,0,1.0,0.5,1,0,0.5,0.5,1.0,0.0,0,0,0,0,TCGA-LD-A74U,unrouted,none,False,
2026-08-23T12:55:53+08:00,3,390,3,0,1.0,0.3333333333333333,1,0,0.3333333333333333,0.3333333333333333,0.5,0.0,0,0,0,0,TCGA-LD-A74U,histologic_grade_label,direct,False,
2026-08-23T12:56:30+08:00,4,390,4,0,1.0,0.25,1,0,0.25,0.25,0.3333333333333333,0.0,0,0,0,1,TCGA-LD-A74U,histological_type_label+dcis_binary+lcis_binary,partial,False,
2026-08-23T12:58:07+08:00,5,390,5,0,1.0,0.2,1,0,0.2,0.2,0.25,0.0,0,0,0,1,TCGA-AR-A1AI,histological_type_label,partial,False,
2026-08-23T12:58:16+08:00,6,390,6,0,1.0,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.25,0.0,0,0,0,1,TCGA-AR-A1AI,unrouted,none,False,
2026-08-23T12:58:25+08:00,7,390,7,0,1.0,0.14285714285714285,1,0,0.14285714285714285,0.14285714285714285,0.25,0.0,0,0,0,1,TCGA-AR-A1AI,unrouted,none,False,
2026-08-23T12:58:56+08:00,8,390,8,0,1.0,0.125,1,0,0.125,0.125,0.25,0.0,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-23T12:59:37+08:00,9,390,9,0,1.0,0.2222222222222222,2,0,0.2222222222222222,0.2222222222222222,0.4,0.0,0,0,0,1,TCGA-B6-A0WZ,histological_type_label,partial,True,
2026-08-23T13:00:37+08:00,10,390,10,0,1.0,0.2,2,0,0.2,0.2,0.4,0.0,0,0,0,1,TCGA-B6-A0WZ,unrouted,none,False,
2026-08-23T13:00:58+08:00,11,390,11,0,1.0,0.2727272727272727,3,0,0.2727272727272727,0.2727272727272727,0.5,0.0,0,0,0,1,TCGA-B6-A0WZ,ER_status_label+PR_status_label,direct,True,
2026-08-23T13:01:36+08:00,12,390,12,0,1.0,0.25,3,0,0.25,0.25,0.5,0.0,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-23T13:02:55+08:00,13,390,13,0,1.0,0.23076923076923078,3,0,0.23076923076923078,0.23076923076923078,0.42857142857142855,0.0,0,0,0,1,TCGA-BH-A5IZ,histological_type_label,partial,False,
2026-08-23T13:03:40+08:00,14,390,14,0,1.0,0.2857142857142857,4,0,0.2857142857142857,0.2857142857142857,0.5,0.0,0,0,0,1,TCGA-BH-A5IZ,nottingham_total_score,partial,True,
2026-08-23T13:04:05+08:00,15,390,15,0,1.0,0.26666666666666666,4,0,0.26666666666666666,0.26666666666666666,0.4444444444444444,0.0,0,0,0,1,TCGA-BH-A5IZ,ER_status_label+PR_status_label+HER2_status_label,direct,False,
2026-08-23T13:05:11+08:00,16,390,16,0,1.0,0.25,4,0,0.25,0.25,0.4444444444444444,0.0,0,0,0,1,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-23T13:05:43+08:00,17,390,17,0,1.0,0.29411764705882354,5,0,0.29411764705882354,0.29411764705882354,0.4444444444444444,0.125,0,0,0,1,TCGA-BH-A0AZ,unrouted,none,True,
2026-08-23T13:07:35+08:00,18,390,18,0,1.0,0.3333333333333333,6,0,0.3333333333333333,0.3333333333333333,0.5,0.125,0,0,0,1,TCGA-BH-A0AZ,nottingham_total_score,partial,True,
2026-08-23T13:07:45+08:00,19,390,19,0,1.0,0.3157894736842105,6,0,0.3157894736842105,0.3157894736842105,0.5,0.1111111111111111,0,0,0,1,TCGA-BH-A0AZ,unrouted,none,False,
2026-08-23T13:08:05+08:00,20,390,20,0,1.0,0.3,6,0,0.3,0.3,0.45454545454545453,0.1111111111111111,0,0,0,1,TCGA-BH-A0AZ,ER_status_label+PR_status_label,partial,False,
2026-08-23T13:08:36+08:00,21,390,21,0,1.0,0.2857142857142857,6,0,0.2857142857142857,0.2857142857142857,0.45454545454545453,0.1,0,0,0,1,TCGA-EW-A1PF,unrouted,none,False,
2026-08-23T13:09:09+08:00,22,390,22,0,1.0,0.3181818181818182,7,0,0.3181818181818182,0.3181818181818182,0.5,0.1,0,0,0,1,TCGA-EW-A1PF,histologic_grade_label,partial,True,
2026-08-23T13:10:04+08:00,23,390,23,0,1.0,0.34782608695652173,8,0,0.34782608695652173,0.34782608695652173,0.5,0.18181818181818182,0,0,0,1,TCGA-EW-A1PF,unrouted,none,True,
2026-08-23T13:10:15+08:00,24,390,24,0,1.0,0.3333333333333333,8,0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0,0,0,1,TCGA-EW-A1PF,unrouted,none,False,
2026-08-23T13:11:44+08:00,25,390,25,0,1.0,0.32,8,0,0.32,0.32,0.5,0.15384615384615385,0,0,0,1,TCGA-BH-A0BV,unrouted,none,False,
2026-08-23T13:12:24+08:00,26,390,26,0,1.0,0.3076923076923077,8,0,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.15384615384615385,0,0,0,1,TCGA-BH-A0BV,nottingham_total_score,partial,False,
2026-08-23T13:13:23+08:00,27,390,27,0,1.0,0.2962962962962963,8,0,0.2962962962962963,0.2962962962962963,0.46153846153846156,0.14285714285714285,0,0,0,1,TCGA-BH-A0BV,unrouted,none,False,
2026-08-23T13:14:10+08:00,28,390,28,0,1.0,0.32142857142857145,9,0,0.32142857142857145,0.32142857142857145,0.5,0.14285714285714285,0,0,0,2,TCGA-BH-A0BV,histological_type_label,partial,True,
2026-08-23T13:14:36+08:00,29,390,29,0,1.0,0.3103448275862069,9,0,0.3103448275862069,0.3103448275862069,0.4666666666666667,0.14285714285714285,0,0,0,2,TCGA-BH-A0BV,ajcc_pathologic_stage,partial,False,
2026-08-23T13:15:17+08:00,30,390,30,0,1.0,0.3333333333333333,10,0,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.2,0,0,0,2,TCGA-BH-A202,unrouted,none,True,
2026-08-23T13:15:36+08:00,31,390,31,0,1.0,0.3225806451612903,10,0,0.3225806451612903,0.3225806451612903,0.4375,0.2,0,0,0,2,TCGA-BH-A202,ER_status_label,partial,False,
2026-08-23T13:16:58+08:00,32,390,32,0,1.0,0.34375,11,0,0.34375,0.34375,0.47058823529411764,0.2,0,0,0,2,TCGA-BH-A202,histological_type_label,partial,True,
2026-08-23T13:17:35+08:00,33,390,33,0,1.0,0.3333333333333333,11,0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2,0,0,0,3,TCGA-BH-A202,lymphovascular_invasion_label,partial,False,
2026-08-23T13:18:06+08:00,34,390,34,0,1.0,0.35294117647058826,12,0,0.35294117647058826,0.35294117647058826,0.47368421052631576,0.2,0,0,0,3,TCGA-BH-A202,ajcc_pathologic_stage,partial,True,
2026-08-23T13:19:35+08:00,35,390,35,0,1.0,0.37142857142857144,13,0,0.37142857142857144,0.37142857142857144,0.47368421052631576,0.25,0,0,0,3,TCGA-BH-A202,unrouted,none,True,
2026-08-23T13:21:55+08:00,36,390,36,0,1.0,0.3888888888888889,14,0,0.3888888888888889,0.3888888888888889,0.5,0.25,0,0,0,3,TCGA-AR-A0U3,histological_type_label,partial,True,
2026-08-23T13:22:04+08:00,37,390,37,0,1.0,0.40540540540540543,15,0,0.40540540540540543,0.40540540540540543,0.5,0.29411764705882354,0,0,0,3,TCGA-AR-A0U3,unrouted,none,True,
2026-08-23T13:22:31+08:00,38,390,38,0,1.0,0.39473684210526316,15,0,0.39473684210526316,0.39473684210526316,0.47619047619047616,0.29411764705882354,0,0,0,3,TCGA-AR-A0U3,ajcc_pathologic_stage,partial,False,
