updated_at,processed,selected_total,answered,abstained,coverage,selective_accuracy,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-15T12:31:16+08:00,1,19,1,0,1.0,1.0,1,0,1.0,1.0,,1.0,0,0,0,0,TCGA-B6-A0WZ,unrouted,none,True,
2026-08-15T12:32:05+08:00,2,19,2,0,1.0,0.5,1,0,0.5,0.5,,0.5,0,0,0,0,TCGA-BH-A5IZ,unrouted,none,False,
2026-08-15T12:32:43+08:00,3,19,3,0,1.0,0.3333333333333333,1,0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0,0,0,0,TCGA-A1-A0SF,unrouted,none,False,
2026-08-15T12:33:21+08:00,4,19,4,0,1.0,0.25,1,0,0.25,0.25,,0.25,0,0,0,0,TCGA-BH-A0DG,unrouted,none,False,
2026-08-15T12:34:06+08:00,5,19,5,0,1.0,0.2,1,0,0.2,0.2,,0.2,0,0,0,0,TCGA-BH-A0DD,unrouted,none,False,
2026-08-15T12:34:33+08:00,6,19,6,0,1.0,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0,0,0,0,TCGA-B6-A0IA,unrouted,none,False,
2026-08-15T12:35:09+08:00,7,19,7,0,1.0,0.14285714285714285,1,0,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0,0,0,0,TCGA-LL-A442,unrouted,none,False,
2026-08-15T12:35:55+08:00,8,19,8,0,1.0,0.25,2,0,0.25,0.25,,0.25,0,0,0,0,TCGA-B6-A0WV,unrouted,none,True,
2026-08-15T12:36:28+08:00,9,19,9,0,1.0,0.2222222222222222,2,0,0.2222222222222222,0.2222222222222222,,0.2222222222222222,0,0,0,0,TCGA-A8-A08Z,unrouted,none,False,
2026-08-15T12:37:00+08:00,10,19,10,0,1.0,0.2,2,0,0.2,0.2,,0.2,0,0,0,0,TCGA-D8-A1JL,unrouted,none,False,
2026-08-15T12:37:40+08:00,11,19,11,0,1.0,0.18181818181818182,2,0,0.18181818181818182,0.18181818181818182,,0.18181818181818182,0,0,0,0,TCGA-B6-A0RO,unrouted,none,False,
2026-08-15T12:38:53+08:00,12,19,12,0,1.0,0.16666666666666666,2,0,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0,0,0,0,TCGA-OL-A5RX,unrouted,none,False,
2026-08-15T12:39:35+08:00,13,19,13,0,1.0,0.15384615384615385,2,0,0.15384615384615385,0.15384615384615385,,0.15384615384615385,0,0,0,0,TCGA-A2-A25A,unrouted,none,False,
2026-08-15T12:40:09+08:00,14,19,14,0,1.0,0.21428571428571427,3,0,0.21428571428571427,0.21428571428571427,,0.21428571428571427,0,0,0,0,TCGA-A8-A09Q,unrouted,none,True,
2026-08-15T12:40:44+08:00,15,19,15,0,1.0,0.2,3,0,0.2,0.2,,0.2,0,0,0,0,TCGA-AQ-A54N,unrouted,none,False,
2026-08-15T12:41:44+08:00,16,19,16,0,1.0,0.1875,3,0,0.1875,0.1875,,0.1875,0,0,0,0,TCGA-BH-A42U,unrouted,none,False,
2026-08-15T12:42:14+08:00,17,19,17,0,1.0,0.23529411764705882,4,0,0.23529411764705882,0.23529411764705882,,0.23529411764705882,0,0,0,0,TCGA-A2-A0EM,unrouted,none,True,
2026-08-15T12:43:01+08:00,18,19,18,0,1.0,0.2777777777777778,5,0,0.2777777777777778,0.2777777777777778,,0.2777777777777778,0,0,0,0,TCGA-AR-A24S,unrouted,none,True,
2026-08-15T12:43:55+08:00,19,19,19,0,1.0,0.2631578947368421,5,0,0.2631578947368421,0.2631578947368421,,0.2631578947368421,0,0,0,0,TCGA-BH-A0BQ,unrouted,none,False,
