updated_at,processed,selected_total,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-09T18:55:37+08:00,1,390,0,0,0.0,0.0,,0.0,0,0,0,0,TCGA-LD-A74U,unrouted,direct_qwen_wsi,False,
2026-08-09T18:55:40+08:00,2,390,0,0,0.0,0.0,,0.0,0,0,0,0,TCGA-LD-A74U,unrouted,direct_qwen_wsi,False,
2026-08-09T18:55:42+08:00,3,390,1,0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0,0,0,0,TCGA-LD-A74U,unrouted,direct_qwen_wsi,True,
2026-08-09T18:55:45+08:00,4,390,1,0,0.25,0.25,,0.25,0,0,0,0,TCGA-LD-A74U,unrouted,direct_qwen_wsi,False,
2026-08-09T18:55:50+08:00,5,390,1,0,0.2,0.2,,0.2,0,0,0,0,TCGA-AR-A1AI,unrouted,direct_qwen_wsi,False,
2026-08-09T18:55:53+08:00,6,390,1,0,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0,0,0,0,TCGA-AR-A1AI,unrouted,direct_qwen_wsi,False,
2026-08-09T18:55:55+08:00,7,390,1,0,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0,0,0,0,TCGA-AR-A1AI,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:01+08:00,8,390,1,0,0.125,0.125,,0.125,0,0,0,0,TCGA-B6-A0WZ,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:05+08:00,9,390,2,0,0.2222222222222222,0.2222222222222222,,0.2222222222222222,0,0,0,0,TCGA-B6-A0WZ,unrouted,direct_qwen_wsi,True,
2026-08-09T18:56:08+08:00,10,390,2,0,0.2,0.2,,0.2,0,0,0,0,TCGA-B6-A0WZ,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:12+08:00,11,390,2,0,0.18181818181818182,0.18181818181818182,,0.18181818181818182,0,0,0,0,TCGA-B6-A0WZ,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:16+08:00,12,390,2,0,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0,0,0,0,TCGA-BH-A5IZ,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:19+08:00,13,390,2,0,0.15384615384615385,0.15384615384615385,,0.15384615384615385,0,0,0,0,TCGA-BH-A5IZ,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:22+08:00,14,390,2,0,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0,0,0,0,TCGA-BH-A5IZ,unrouted,direct_qwen_wsi,False,
2026-08-09T18:56:29+08:00,15,390,2,0,0.13333333333333333,0.13333333333333333,,0.13333333333333333,0,0,0,0,TCGA-BH-A5IZ,unrouted,direct_qwen_wsi,False,
